Task ID,Task Link,Task Name,Task Content,Status,Date Created,Date Created Text,Due Date,Due Date Text,Start Date,Start Date Text,Parent ID,Subtasks IDs,Attachments,Assignees,Tags,Priority,List Name,Folder Name/Path,Space Name,Time Estimated,Time Estimated Text,Checklists,Comments,Assigned Comments,Time Spent,Time Spent Text,Rolled Up Time,Rolled Up Time Text,Home Location ID,Home Location,Other Location IDs,Other Locations
86exfmpu1,https://app.clickup.com/t/86exfmpu1,"ассеты для whitebox","Whitebox.\n\nGrid:\n- 2:1 isometric  \n- Tile: 128×64 px  \n- Height: 1 уровень = 32 px  \n- Pivot у всех ассетов: bottom center  \n\n---\n\nFloor (тайлы 128×64):\n- белый  \n- красный  \n- зелёный  \n- светло-синий\n- черный\n\n---\n\nСтены / блокеры:\n- простой примитив (ромб/блок под изометрию)  \n- цвета: серый, красный  \n- могут выходить за пределы тайла по высоте  \n\n---\n\nПримитив “объект” (заглушка под интерактив, типа аркадного автомата):\n- простой прямоугольник  \n- цвет: синий  \n- размер ≈ 1×1 тайл (можно чуть выше)  \n\n---\n\nПерсонажи (ГГ / НПС / враги):\n- размер: ~128–160 px по высоте  \n- стиль: максимально простой силуэт  \n- pivot: bottom center  \n\nАнимации (спрайт-листы):\n- idle  \n- walk  \n- run  \n- (для ГГ) dash/сплеш  \n\n---\n\nОбщее:\n- без деталей, без текстур, flat color  \n- ассеты НЕ обязаны строго помещаться в тайл (можно выходить)  \n- сетка используется как основа, но без жёсткой привязки",complete,1777816571205,"5/3/2026, 4:56:11 PM GMT+3",,"",,"",null,"","[]","[Dante Poganini]","[art]",3,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86ex8je16,https://app.clickup.com/t/86ex8je16,"Скинуть почты и гиты!!!","",complete,1776171615279,"4/14/2026, 4:00:15 PM GMT+3",,"",,"",null,"","[]","[]","[]",null,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exg28qr,https://app.clickup.com/t/86exg28qr,"Написать готовый ГДД для первых mini-games","Написать ГДД для змейки",complete,1777907699120,"5/4/2026, 6:14:59 PM GMT+3",1778101200000,"5/7/2026, 12:00:00 AM GMT+3",1777842000000,"5/4/2026, 12:00:00 AM GMT+3",null,"","[]","[Dima Kovalenko]","[game]",1,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exg28fa,https://app.clickup.com/t/86exg28fa,"Написать к кликап приветственное письмо содержащие правила и инструкции","Написать приветственное, которое будет содержать краткую информацию, что Roadmap это общий канал для всех, содержащий всю информацию, по роудмапе, а так же текущим задачам, так же содержит всю доку для всего проекта. Содержаться письмо должно в чате Welcome(общий чат/содержит только информацию и новости) Так же должно быть сказано, что в этот чат писать нельзя",complete,1777907603325,"5/4/2026, 6:13:23 PM GMT+3",1777928400000,"5/5/2026, 12:00:00 AM GMT+3",1777842000000,"5/4/2026, 12:00:00 AM GMT+3",null,"","[]","[Eva S,Dima Kovalenko]","[pm]",1,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exg28gh,https://app.clickup.com/t/86exg28gh,"Написать шаблон для заполнения идей(для backlog'a идей)","Шаблон для идеи я примерно вижу так\n\nНаправление( арт, дев, наратив, музыка и тд)\nОписание идеи\nДля чего сама идея\nПочему это должно работать\n\nЧто то в таком духе",complete,1777907616419,"5/4/2026, 6:13:36 PM GMT+3",1777928400000,"5/5/2026, 12:00:00 AM GMT+3",1777842000000,"5/4/2026, 12:00:00 AM GMT+3",null,"","[]","[Eva S,Dima Kovalenko]","[pm]",1,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86ex85beg,https://app.clickup.com/t/86ex85beg,"Досвязать все в ClickUp","Досвязать все отделы\nНаписать хауту\nкинуть инвайты всем лидам\nраздать всем права",complete,1776089834969,"4/13/2026, 5:17:14 PM GMT+3",,"",,"",null,"","[]","[Dima Kovalenko]","[]",1,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exg28nd,https://app.clickup.com/t/86exg28nd,"Определение нужных кастомных инструментов для разработки - dev department/Tools Team","Надо понять нужно ли разрабатывать что то помимо CMS и кастомной дилоговой системы\n\nРезультат\nрасширить существующию CMS. Сейчас позволяет работать арт команде не задевая код, должна так же работать с хранением данных в json\nдиалоговая кастомная система, что нарративщики не лезли в код\nСистема сохранений/загрузок",complete,1777907664018,"5/4/2026, 6:14:24 PM GMT+3",1778014800000,"5/6/2026, 12:00:00 AM GMT+3",1777842000000,"5/4/2026, 12:00:00 AM GMT+3",null,"","[]","[Dima Kovalenko]","[prog]",2,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exg28hk,https://app.clickup.com/t/86exg28hk,"Добавление всех участников кликАп","СРОЧНО !!!\n\nдобавить всех людей в свои группы, в свои команды\n\nIT\nNarrative\nArt",complete,1777907634463,"5/4/2026, 6:13:54 PM GMT+3",1777928400000,"5/5/2026, 12:00:00 AM GMT+3",1777842000000,"5/4/2026, 12:00:00 AM GMT+3",null,"","[]","[Eva S,Dima Kovalenko]","[pm]",1,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exg28km,https://app.clickup.com/t/86exg28km,"Первые созвоны команд IT/подключение к Git/ClickUP - dev department","Провести созвоны с командой Tools Team и Mini-games Team и Core Team\n\nВремя созвонов:\nTools team - 07.05 -\nMini-games Team - 05.05 - 18:00 по мск\nCore Team - 05.05 - 10:00/11:00 по мск\n\nПодключить всех к ClickUP\nПодключить всех к Git",complete,1777907652012,"5/4/2026, 6:14:12 PM GMT+3",1778187600000,"5/8/2026, 12:00:00 AM GMT+3",1777842000000,"5/4/2026, 12:00:00 AM GMT+3",null,"","[]","[Dima Kovalenko]","[prog]",3,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exfmq3g,https://app.clickup.com/t/86exfmq3g,"Доделать прототип","Доделать прототип CL.\n\nГотовые фичи:\nСистема передвижение\nСистема диалогов\nСистема взаимодействия\nВайтБокс\nМини игра 1\n\nЧто сделать:\nJRPG систему файта\nмини игра 2\nанимация дверей\nглавное меню\nсобрать поток игры\nсобрать игру",complete,1777816618779,"5/3/2026, 4:56:58 PM GMT+3",1778274000000,"5/9/2026, 12:00:00 AM GMT+3",1777842000000,"5/4/2026, 12:00:00 AM GMT+3",null,"","[]","[Dima Kovalenko]","[prog]",1,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exg28q5,https://app.clickup.com/t/86exg28q5,"Определение первых к реализации мини-игр","Понять что дать команде Mini-games на реализацию сейчас\n\nВарианты:\n-Продолжать развивать змейку\n-Продолжать развивать Лимончики\n\nРезультат:\n\nДелем змейку и лимончики бокс",complete,1777907691634,"5/4/2026, 6:14:51 PM GMT+3",1777928400000,"5/5/2026, 12:00:00 AM GMT+3",1777842000000,"5/4/2026, 12:00:00 AM GMT+3",null,"","[]","[Dima Kovalenko]","[game]",1,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exg28jv,https://app.clickup.com/t/86exg28jv,"Перенести все идеи из Миро согласно шаблону в backlog'a идей в ClickUp","Все идеи которые были уже предложены отделами артовиков и нарратившиков и лежат в миро, должны быть обработаны, под Шаблон идей,  должна предоставить. Можете делать это не сами, можете передать это все непосредственно людям, чтоб они идеи запоковывали в шаблон и кидали в Backlog идей в ClikUp",in progress,1777907643733,"5/4/2026, 6:14:03 PM GMT+3",1778878800000,"5/16/2026, 12:00:00 AM GMT+3",1777842000000,"5/4/2026, 12:00:00 AM GMT+3",null,"","[]","[Dante Poganini,Eva S,triangle,mughostra]","[game]",3,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exfmq70,https://app.clickup.com/t/86exfmq70,"Сценарная библия","Что требуется:\nЗагрузить Сценарную библию в ProjectBible.\n\nДля этого в файле ProjectBible создать новую страницу и загрузить туда Сценарную библию",in progress,1777816632200,"5/3/2026, 4:57:12 PM GMT+3",1778878800000,"5/16/2026, 12:00:00 AM GMT+3",1777842000000,"5/4/2026, 12:00:00 AM GMT+3",null,"","[]","[mughostra]","[narrative]",1,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exfmq1v,https://app.clickup.com/t/86exfmq1v,"Сценарий черновой вертикальный срез","Описание:\nВ рамках подготовки вертикального среза необходимо разработать черновую версию сценария, покрывающую весь заранее определённый игровой сегмент.\n\nЧто требуется:\nСоздать целостный нарративный каркас, включающий:\nОсновной сюжетный поток (от начала до конца вертикального среза)\nДиалоги между персонажами (черновые, без финальной полировки)\nОписание катсцен (структура, происходящие события, ключевые действия)\nСвязки между геймплейными и сюжетными моментами\nОбоснование мотивации персонажей в рамках данного сегмента\n\nВажно:\nФокус на структуре и логике повествования, а не на литературном качестве\nДопускаются упрощения и placeholder’ы\nГлавное — чтобы сценарий был играбельным и понятным для команды (геймдизайн, левел-дизайн, анимация и т.д.)\n\nРезультат:\n Документ, который:\nПозволяет реализовать вертикальный срез без пробелов в нарративе\nСинхронизирован с геймплейными событиями\nМожет служить базой для дальнейшей итерации и полировки\n\nВЕРТИКАЛЬНЫЙ СРЕЗ:",in progress,1777816610443,"5/3/2026, 4:56:50 PM GMT+3",1778878800000,"5/16/2026, 12:00:00 AM GMT+3",1777928400000,"5/5/2026, 12:00:00 AM GMT+3",null,"","[]","[mughostra]","[narrative]",3,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exg28ry,https://app.clickup.com/t/86exg28ry,"Запуск процесса работы Mini-games team","После получение ГДД для мини игры написать ТЗ ( )\nСогласовать ТЗ с лидом.( )\nСоздать план выполнения совместно с \nНазначить задачи на людей → запустить процесс ( )",to do,1777907706755,"5/4/2026, 6:15:06 PM GMT+3",1778619600000,"5/13/2026, 12:00:00 AM GMT+3",1777842000000,"5/4/2026, 12:00:00 AM GMT+3",null,"","[]","[Dima Kovalenko,Eva S]","[game,pm]",3,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exjnwvt,https://app.clickup.com/t/86exjnwvt,"начать тулсы","",to do,1778519901303,"5/11/2026, 8:18:21 PM GMT+3",,"",,"",null,"","[]","[]","[]",null,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exjnwhn,https://app.clickup.com/t/86exjnwhn,"Контрольные точки визула персов","",to do,1778519803190,"5/11/2026, 8:16:43 PM GMT+3",,"",,"",null,"","[]","[]","[]",null,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exjnw1e,https://app.clickup.com/t/86exjnw1e,"Список лок","",to do,1778519617850,"5/11/2026, 8:13:37 PM GMT+3",1778619600000,"5/13/2026, 12:00:00 AM GMT+3",,"",null,"","[]","[Dima Kovalenko]","[game]",1,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exjnp04,https://app.clickup.com/t/86exjnp04,"Придумать отдельный сервис для доступа в кликап","",to do,1778518753449,"5/11/2026, 7:59:13 PM GMT+3",1778893200000,"5/16/2026, 4:00:00 AM GMT+3",,"",null,"","[]","[triangle]","[pm]",1,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exjnwuz,https://app.clickup.com/t/86exjnwuz,"начать мини игры","",to do,1778519895110,"5/11/2026, 8:18:15 PM GMT+3",,"",,"",null,"","[]","[]","[]",null,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exjnw2m,https://app.clickup.com/t/86exjnw2m,"Создать ТЗ под эти локи","",to do,1778519644552,"5/11/2026, 8:14:04 PM GMT+3",1778706000000,"5/14/2026, 12:00:00 AM GMT+3",,"",null,"","[]","[Dante Poganini]","[]",null,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exjnnz7,https://app.clickup.com/t/86exjnnz7,"Собрать видео с тутором к кликапу","",to do,1778518736517,"5/11/2026, 7:58:56 PM GMT+3",1778619600000,"5/13/2026, 12:00:00 AM GMT+3",1778619600000,"5/13/2026, 12:00:00 AM GMT+3",null,"","[]","[triangle]","[pm]",1,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exjnx59,https://app.clickup.com/t/86exjnx59,"Определить тулсы","",to do,1778519981924,"5/11/2026, 8:19:41 PM GMT+3",,"",,"",null,"","[]","[Dima Kovalenko,Dante Poganini]","[]",null,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86ex87r00,https://app.clickup.com/t/86ex87r00,"Встреча по поводу работы в ClickUp","Meeting Objectives\nПройтись по рабочему флоу\nразобраться со спейсами, папками, листами\nразобраться с зависимостями\nкак создаем листы\nкак создаем таски\nрешить что с тегами\nРазобраться со вторым листом в лидершип(глобалтные недельные и больше таски)\nОкончательно решить вопрос с инфраструктурой",Closed,1776106834488,"4/13/2026, 10:00:34 PM GMT+3",1776114000000,"4/14/2026, 12:00:00 AM GMT+3",1776114000000,"4/14/2026, 12:00:00 AM GMT+3",null,"","[]","[]","[]",null,"Meetings","","Leadership","","","{}","[]","0", "",,NaN,,"901817370464","Leadership > Meetings","",""
86ex8jg2e,https://app.clickup.com/t/86ex8jg2e,"Leadership","",Closed,1776171721669,"4/14/2026, 4:02:01 PM GMT+3",1776459600000,"4/18/2026, 12:00:00 AM GMT+3",,"",null,"","[]","[]","[]",null,"Meetings","","Leadership","","","{}","[]","0", "",,NaN,,"901817370464","Leadership > Meetings","",""
86exfzwrw,https://app.clickup.com/t/86exfzwrw,"Leadership","Еженедельный созвон",Open,1777894544697,"5/4/2026, 2:35:44 PM GMT+3",1778508000000,"5/11/2026, 5:00:00 PM GMT+3",1778493600000,"5/11/2026, 1:00:00 PM GMT+3",null,"","[]","[]","[]",3,"Meetings","","Leadership","","","{}","[]","0", "",,NaN,,"901817370464","Leadership > Meetings","",""
86ex9dfm7,https://app.clickup.com/t/86ex9dfm7,"СL-PROTO-004.01_create-UI-for-interaction","Создать черной вариант, появление надписи, ""Press E""",backlog,1776346406458,"4/16/2026, 4:33:26 PM GMT+3",1776805200000,"4/22/2026, 12:00:00 AM GMT+3",1776286800000,"4/16/2026, 12:00:00 AM GMT+3",86ex8jkfz,"","[]","[triangle]","[]",1,"Dev Task","[""Core Dev Team""]","Programming Department","","","{}","[]","0", "",,NaN,,"901817341187","Programming Department > Core Dev Team > Dev Task","",""
86exh9g86,https://app.clickup.com/t/86exh9g86,"CL-PROTO-014-Bootstrap","Этап 1\nСпроектировать GamePhase FSM + переходы\nЭтап 2\nСделать SceneLoader + переключение фаз\nЭтап 3\nРазобрать Zenject структуру (ProjectContext / SceneContext)",in development,1778152455723,"5/7/2026, 2:14:15 PM GMT+3",1778187600000,"5/8/2026, 12:00:00 AM GMT+3",,"",null,"","[]","[Dima Kovalenko]","[architecture]",1,"Dev Task","[""Core Dev Team""]","Programming Department","","","{}","[]","0", "",,NaN,,"901817341187","Programming Department > Core Dev Team > Dev Task","",""
86exg026q,https://app.clickup.com/t/86exg026q,"CL-PROTO-011_interactive-doors-(prototype)","Описание:\nНеобходимо реализовать базовую механику взаимодействия с дверями.\n\nЧто требуется:\nПри нажатии клавиши E рядом с дверью:\nдверь должна открываться / двигаться\nРеализация через:\nизменение Transform (позиция или rotation)\n\nОграничения (прототип):\nБез сложной анимации (Animator не обязателен)\nБез звуков\nБез системы ключей / условий доступа\n\nОжидаемое поведение:\nИгрок подходит к двери\nНажимает E\nДверь открывается (например, поворот или сдвиг)",in review,1777895562482,"5/4/2026, 2:52:42 PM GMT+3",1778101200000,"5/7/2026, 12:00:00 AM GMT+3",1777842000000,"5/4/2026, 12:00:00 AM GMT+3",null,"","[]","[triangle]","[feature]",1,"Dev Task","[""Core Dev Team""]","Programming Department","","","{}","[]","0", "",,NaN,,"901817341187","Programming Department > Core Dev Team > Dev Task","",""
86exjn1yc,https://app.clickup.com/t/86exjn1yc,"CL-VRS-001_ci-cd-pipeline","Описание:\nНастроить базовый CI/CD  для репы.\n\n🎯 Что требуется:\nСоздать GitHub Actions.\nWorkflow должен запускаться при:\n push в develop\n pull request в develop\n ручном запуске через workflow_dispatch\n\nPipeline должен выполнять:\ncheckout репозитория\n установку Git LFS\n загрузку LFS-файлов\n проверку списка LFS-файлов\n проверку состояния репозитория\n базовую валидацию структуры Unity-проекта\n заготовку под будущие Unity tests/build steps\n\nКлючевой нюанс (ВАЖНО):\n Проект использует Unity и Git LFS.\nCI/CD не должен ограничиваться обычным git clone, потому что без Git LFS часть ассетов может остаться pointer-файлами.\nПеред любыми Unity-проверками нужно выполнить:\n git lfs install\n git lfs pull\n git lfs ls-files\n\nОжидаемое поведение:\n Разработчик создаёт Pull Request в develop.\nGitHub автоматически запускает CI workflow.\nPipeline:\nклонирует репозиторий\nподтягивает Git LFS-файлы\nпроверяет, что LFS доступен\nпроверяет базовую структуру проекта\nвыводит понятные логи\nзавершается success или failed\nЕсли pipeline падает:\nPull Request нельзя считать готовым к merge.\nЕсли pipeline проходит:\nPull Request можно отдавать на ревью.\n\n\n📊 Критерий готовности:\n В репозитории создан файл: .github/workflows/ci.yml\nWorkflow запускается на:\n push в develop\n pull request в develop\n workflow_dispatch\nGit LFS устанавливается и подтягивает файлы.\nВ логах CI видно:\n git lfs install\n git lfs pull\n git lfs ls-files\n git status\nPipeline успешно проходит на актуальном состоянии целевой ветки.\nПри ошибке GitHub показывает failed status в Pull Request.",in review,1778514777879,"5/11/2026, 6:52:57 PM GMT+3",,"",,"",null,"","[]","[triangle]","[develop]",null,"Dev Task","[""Core Dev Team""]","Programming Department","","","{}","[]","0", "",,NaN,,"901817341187","Programming Department > Core Dev Team > Dev Task","",""
86exg03mp,https://app.clickup.com/t/86exg03mp,"CL-PROTO-012_Mechanics-of-falling","Описание:\nРеализовать базовую механику падения персонажа при выходе за границы платформы.\n🎯 Что требуется:\nПри выходе персонажа за пределы платформы:\nон должен визуально “падать” вниз\nПадение реализуется не через полноценную физику, а через:\nизменение позиции по оси (Y или отдельной “высоте”)\nлибо через псевдо-Z (если используется)\n⚠️ Ключевой нюанс (ВАЖНО):\nВ изометрии:\n“вниз” ≠ просто вниз по экрану\nдвижение должно сохранять корректный изометрический вид\n👉 Поэтому падение:\nлибо строго по вертикали мира (world Y / pseudo Z)\nлибо через отдельный параметр “высоты”\n🧱 Ожидаемое поведение:\nИгрок выходит за границу платформы\nТеряет “ground”\nНачинается падение (визуально уходит вниз / под уровень)\nПри достижении порога:\nзаглушка, закрытие проекта\n🚫 Не требуется (на этом этапе):\nАнимации падения\nRagdoll\nРеалистичная физика\nКамера, следящая за падением\n📊 Критерий готовности:\nИгрок стабильно “падает” при сходе с платформы\nВизуально это выглядит корректно для изометрии\nНе ломается движение на платформе\nЛегко расширяется под:\nпропасти\nловушки\nразные уровни высоты",in review,1777895765049,"5/4/2026, 2:56:05 PM GMT+3",1778187600000,"5/8/2026, 12:00:00 AM GMT+3",1777842000000,"5/4/2026, 12:00:00 AM GMT+3",null,"","[]","[triangle]","[feature]",1,"Dev Task","[""Core Dev Team""]","Programming Department","","","{}","[]","0", "",,NaN,,"901817341187","Programming Department > Core Dev Team > Dev Task","",""
86ex8jhwb,https://app.clickup.com/t/86ex8jhwb,"CL-PROTO-010_mini-game-2","",scoping,1776172033340,"4/14/2026, 4:07:13 PM GMT+3",,"",,"",null,"","[]","[]","[feature]",3,"Dev Task","[""Core Dev Team""]","Programming Department","","","{}","[]","0", "",,NaN,,"901817341187","Programming Department > Core Dev Team > Dev Task","",""
86exh9e5h,https://app.clickup.com/t/86exh9e5h,"CL-PROTO-013_Create-Main-Menu-Ui","Создать черновой вариант(заглушку) UI для меню:\nГлавное меню\nНачать игру\nВыход\nМеню мини-игры\nНачать игру\nвыход\nПауза(одна везде)\nПродолжить\nВыход",shipped,1778152239095,"5/7/2026, 2:10:39 PM GMT+3",1778101200000,"5/7/2026, 12:00:00 AM GMT+3",1778101200000,"5/7/2026, 12:00:00 AM GMT+3",null,"","[]","[Dima Kovalenko]","[ui]",1,"Dev Task","[""Core Dev Team""]","Programming Department","","","{}","[]","0", "",,NaN,,"901817341187","Programming Department > Core Dev Team > Dev Task","",""
86ex91xv6,https://app.clickup.com/t/86ex91xv6,"СL-PROTO-002_create-arh","Создать Архетиктуру проекта",shipped,1776275217213,"4/15/2026, 8:46:57 PM GMT+3",1776286800000,"4/16/2026, 12:00:00 AM GMT+3",1776286800000,"4/16/2026, 12:00:00 AM GMT+3",null,"","[]","[Dima Kovalenko]","[]",1,"Dev Task","[""Core Dev Team""]","Programming Department","","","{}","[]","0", "",,NaN,,"901817341187","Programming Department > Core Dev Team > Dev Task","",""
